Arc,alpha_0,alpha_1,,DemandNode,beta_0,(-) beta_1,,SuppplyNode,gamma_0,gamma_1
"(76, 37)",0.8426131842094693,0.9518897402006536,,,,,,,,
"(77, 55)",2.1921179875752084,0.5165488001550738,,,,,,,,
"(78, 69)",1.7045769428778799,0.31227096278138466,,,,,,,,
"(79, 6)",2.699837380316845,1.423241157761835,,,,,,,,
"(80, 74)",1.34357508596623,1.688221936478085,,,,,,,,
"(81, 43)",1.219838535101544,1.355597556191918,,,,,,,,
"(82, 29)",0.9195216525921066,0.7376430333919004,,,,,,,,
"(83, 56)",0.6941177179642366,1.1514441824381043,,,,,,,,
"(84, 48)",1.9522990042901949,1.1268249473479799,,,,,,,,
"(85, 22)",0.7940580054680866,1.8731321669485879,,,,,,,,
"(86, 28)",2.586826561929142,0.7753484239113786,,,,,,,,
"(87, 62)",0.8119451869563249,0.329565304132007,,,,,,,,
"(88, 52)",2.0200788936754432,1.7538657866580216,,,,,,,,
"(89, 45)",1.7045524257051958,1.7894569937737368,,,,,,,,
"(90, 31)",1.885376393636725,0.09653119000379062,,,,,,,,
"(91, 69)",2.6862503268955145,0.39644806167896474,,,,,,,,
"(92, 36)",0.5099653544082383,1.2725673071989196,,,,,,,,
"(93, 31)",0.44944663762638626,1.5776903112696758,,,,,,,,
"(94, 83)",0.3657066640059188,1.2133850134811008,,,,,,,,
"(95, 25)",0.2293170627546509,0.38317839225311645,,,,,,,,
"(96, 22)",1.602693070811222,0.2352831505243982,,,,,,,,
"(97, 69)",0.4971934558568165,1.0119452681303671,,,,,,,,
"(98, 61)",2.4215037902804695,1.6310208133180228,,,,,,,,
"(99, 5)",0.06783159164064034,0.4341343621442524,,,,,,,,
"(100, 9)",1.123820915204573,0.15026538974556725,,,,,,,,
"(28, 52)",2.2087014478423637,0.711515328462786,,,,,,,,
