RGU Nodes,1,2,3,4,5,6,7,8,9,10
94,0.7031719637748136,0.5361209910229939,0.19270428389352245,0.10472099505773125,0.900869153260128,0.6421144034226419,0.10880542393715853,0.6468118528888487,0.46496742376083,0.6972042374451735
99,0.1995445101905714,0.20914933386203238,0.5566163691120327,0.2661133743316605,0.849403647531704,0.18221163967999687,0.37614501430647584,0.5251850121691771,0.053264977706814376,0.46767494005674015
102,0.3852232099605063,0.6065660177087048,0.5731919656334575,0.4239339874270337,0.8986535370450214,0.801829482728715,0.6684209399174657,0.40011148895620674,0.6089793174618876,0.45278909421172797
113,0.6438325283248387,0.9616264985793784,0.5107679733215629,0.714056291183618,0.1287272599667597,0.5039209449691796,0.593657329676578,0.06009926956219325,0.4206138055712345,0.17275844471012347
114,0.46992258504385065,0.2578270595581714,0.525063477708319,0.4773121383294009,0.5031780755292754,0.8684655623529325,0.8311531957368351,0.945673867496392,0.12213790411771486,0.791443390213642
116,0.009414103095066406,0.4661440697609147,0.9929259542531683,0.6488258469982168,0.509793544651314,0.6379499465344572,0.1799223345702583,0.419439509588599,0.35181988047077306,0.5239770882844149
117,0.9874567760777181,0.9902449970593624,0.070049553641641,0.08942112238636979,0.7314700174254217,0.7957834833856618,0.014160290242209772,0.004173250312996202,0.9408362892733961,0.6030363776359848
121,0.7567483842766428,0.7238588392891011,0.23650237149120257,0.1495824714530466,0.22336807146116266,0.7957430588600418,0.7936287196347795,0.2971268286458818,0.8122727633208234,0.6374365379741194
125,0.35013682533223456,0.03994086873366032,0.11112819065545665,0.9106925268314761,0.32029375172555696,0.7163980176011393,0.777838869607926,0.3797239510689059,0.23385513290721516,0.1835537180996133
127,0.4963924725075526,0.6816474469411996,0.22568305693235813,0.35678805395139945,0.6252659935558039,0.3197502757730699,0.31139601658450056,0.19622007603016867,0.8245168075881081,0.3267918059080175
131,0.6524255359338812,0.20157504248232871,0.20817287029737985,0.6012059788542051,0.8942972931094586,0.2663004440141393,0.23546923398587372,0.34177260053939995,0.26438840393765994,0.5462491204750446
133,0.46150548174643946,0.6140110786260566,0.7079094194091246,0.16120372075224154,0.7822676164824058,0.51977087745669,0.5561990770334688,0.540321928217248,0.7760627431542095,0.08189543572256186
134,0.07147199297113782,0.4521766647675599,0.6941398726619051,0.27558959537828676,0.5912516867260192,0.3225190027999333,0.5718159939268551,0.1593809859699007,0.17956590481134116,0.46568910553904663
135,0.6846161229233384,0.15253909027711576,0.20393264867692562,0.4442697551635282,0.33029295597101416,0.405577590467569,0.7793426623708569,0.5248671203646974,0.001339871065812348,0.9546169233391729
151,0.40874876611309574,0.8527832335790639,0.8039226057696385,0.030877370088075562,0.6433861544981395,0.9257478317864313,0.8411452155150337,0.21059419630679088,0.1989152073874837,0.3731255530139609
157,0.93975005184845,0.32372134781201367,0.4183376878588475,0.12580638208007056,0.3435453723639129,0.717507658454447,0.2583581923293262,0.8003962117272431,0.9208564207195359,0.7253073058467187
161,0.8830657875163296,0.5861401960118398,0.6556173398784358,0.42010330991434996,0.0868606919078091,0.16066770510446016,0.5620073109461566,0.7753904468255607,0.8193892383857309,0.4901140209613696
165,0.3408537827556788,0.7589623935774297,0.7142608492641497,0.2541759364592071,0.9969933542206968,0.9487202246077211,0.8475443581377311,0.5968110283423254,0.3326756345992492,0.04612880064165348
168,0.5903679448551574,0.23463364106931928,0.643473399121152,0.5792050123465861,0.02961422805259617,0.4873802937306356,0.3412247503698841,0.3944989482965935,0.33029792665333935,0.6918829511002059
172,0.004056767400089534,0.6755328375999571,0.548368279586536,0.19078429098544458,0.2121157120752094,0.6479448894833886,0.28249330149036345,0.5115578164049345,0.6014488375591763,0.7965665084881411
183,0.6200954095838521,0.16843807014669376,0.28795140250083384,0.03350782590983836,0.9864326330152413,0.10553929302206766,0.11244667100221306,0.38377370330762406,0.16361789154698392,0.1109913801509047
184,0.7451632582892501,0.06524711562741492,0.14212184261375616,0.2654060601932138,0.7219390321627891,0.8410115269674301,0.5245505885486902,0.5042157783747527,0.3901611609618114,0.6869887884791199
192,0.14761408207706295,0.0076734569176578615,0.969024463132549,0.896406042774002,0.8261146003428683,0.5455841521542367,0.3436791672209537,0.582961319957952,0.6574414236596902,0.317715015546865
199,0.6960836517319479,0.8220249845913568,0.16452083859927025,0.957957213357752,0.7963120670037772,0.7877241189956371,0.9305469075312299,0.8776130840200208,0.532915086190177,0.7467741444229667
202,0.8769159685829899,0.35923471378035743,0.6978710370373478,0.9776504667080784,0.9801703218631451,0.519621467419592,0.9811097529731553,0.9623963592421421,0.8353160242102717,0.3277087497444039
205,0.7311148389448731,0.8077896194682597,0.4042628135839026,0.7375255796402461,0.42296727425972624,0.24077898935156916,0.829393691031,0.578513032168747,0.06425008701066581,0.22101147934157284
208,0.9042229997002983,0.4721433098097544,0.8727998626585536,0.4228604258742069,0.03692507704211956,0.10506000127861825,0.8210628539705523,0.3088563261030087,0.0007727689498993051,0.40237100833064987
210,0.3312769841391472,0.5547655387010428,0.8855693655356464,0.7269189166077112,0.39637823619754253,0.9282484019882439,0.854959618484263,0.8422483073134714,0.6998405001893531,0.2656375654096451
214,0.014321921568084539,0.4102318871075712,0.6304629186962494,0.9410020076705354,0.08441056558491333,0.6411580541414579,0.24552668380885767,0.8197367224283,0.31038938500202573,0.011364435864842037
215,0.45599977065222197,0.4425420017500178,0.33463935699778213,0.22359238557876338,0.47183626916241095,0.8407885697582776,0.08747828612447595,0.5460272538835014,0.6676487140871764,0.39317935294662665
217,0.24120811538620757,0.5987548437207334,0.8293612113860541,0.3902004022169445,0.6270926358665743,0.04546785596769476,0.7970643019865119,0.3490218016849086,0.3226746748403988,0.8152494664581028
231,0.3117585045525296,0.40098863466329526,0.08191357114907416,0.4652500104326913,0.5268746136975763,0.6946315191175886,0.11398417559069485,0.33747460732265955,0.7221989057117549,0.31158371109546146
232,0.9197403807950004,0.02560636780636749,0.6892452916346599,0.8668950959163847,0.9845967908249161,0.9418717210495279,0.9106116864046246,0.013631955773317883,0.9237140619734805,0.8291613781992347
234,0.24976412272830473,0.37328067943506293,0.2406196472015878,0.8963390096207176,0.4686708563850257,0.5429814450696182,0.8299116640803713,0.7661088634143554,0.11709061711853852,0.7796124234114749
246,0.8829366330982028,0.6683720758097687,0.6290387044436841,0.6492875211170153,0.9836503043952473,0.6282411011397626,0.5972512631795324,0.26967505870863884,0.9750920519733766,0.40898838519569747
248,0.6885025232699169,0.5323001333415976,0.16056252572098784,0.6395249393519417,0.5813753695077183,0.33683502127988263,0.2447809841934303,0.855323792620982,0.9843903156142751,0.06880082025639112
250,0.9218879430854525,0.9651444870638164,0.35651128904966045,0.902251405448921,0.38078705871147944,0.011225759533889823,0.5648015164579517,0.8671778646975994,0.3427941704045956,0.8383325345793041
320,0.7560322960697469,0.0539121567276285,0.7767195131597244,0.3761485840120653,0.20577705679211156,0.17958864093472882,0.8499773224235807,0.2315502603913333,0.5752594529197753,0.702873015091839
323,0.4999338253550668,0.059945071064839484,0.7078067536510722,0.2649203808732846,0.15745970161321865,0.9369987569393925,0.7362565305224789,0.20325912057038853,0.8480725759339267,0.049068694891264864
324,0.7218417969944996,0.5125828724373007,0.20085477321958967,0.9772608303576159,0.029804213698279902,0.563210986262872,0.9797311093538212,0.6040338863237766,0.6172404376702783,0.22591024277140304
526,0.35801550835209595,0.455208311793165,0.611550503921924,0.22837234280125207,0.13570472468604977,0.9193658496628248,0.5867395911313252,0.014022218784699447,0.3199707379384217,0.5003621729234691
531,0.20552914857710225,0.9774727254474285,0.6923838879403398,0.5504011512808269,0.6964502733890113,0.3403169669912812,0.7558419189866549,0.8319639804306491,0.7576024934120206,0.09208587034403759
609,0.4723135565093193,0.19336983207989988,0.17144190743457866,0.1087059134159637,0.38570178846503833,0.6534079770718871,0.051013835493731285,0.39307408628610163,0.9964332890539233,0.7725969348072105
9001,0.9331349474837974,0.8411532964868282,0.43995308122162924,0.9136285777242812,0.6648994961193276,0.18671609596487526,0.5735033349911544,0.45959400925974525,0.49189644814940925,0.8197784418815763
9007,0.4578316885461856,0.037076290748700336,0.2741704843216882,0.003225415547628341,0.8444762222185256,0.18780371162958232,0.9614049574884727,0.7755185919250749,0.06514040565270951,0.8430099454020908
9012,0.6940926051992685,0.39665397457343643,0.47102078416092297,0.6264235144933256,0.027544269452883907,0.5014974905642341,0.6649713615542796,0.3575187659250151,0.14086405765547172,0.6519539803818022
9021,0.6104309861128908,0.2286232631652516,0.8271515066071601,0.46996605616027476,0.9522570104000964,0.6107236119699652,0.142951285374031,0.19390597134796572,0.17981349838372673,0.4716498442293552
9025,0.3572849127692017,0.35261626021682113,0.9569086107651312,0.34952901916895696,0.6828505194623234,0.723947129919241,0.05636121571700625,0.9621593903787579,0.05070780546889031,0.5448313077706715
9031,0.055802340052103605,0.9441534684155017,0.06408096800408436,0.17319171531797584,0.47238092614592475,0.8931396882568304,0.09331264080950596,0.3137361333427334,0.8513505309754881,0.34370028523477525
9033,0.7266437822895567,0.35258556919352335,0.7118568612461418,0.10875288951563133,0.13986552953770237,0.5664403335720677,0.46973710913778655,0.7853914041023051,0.7225992023561845,0.0990764846997636
9036,0.8938961581355,0.058276348600954875,0.6657627965915157,0.7286279823423034,0.030247230806184966,0.028714494497904863,0.45670465606268795,0.2590481426209106,0.6557227693522846,0.8555269244336368
9038,0.3415536510983861,0.3280719955168685,0.15369380361090668,0.7676243493127355,0.09427057417078799,0.028637295456898637,0.1898699576722258,0.694118044032522,0.3089585082791111,0.3131969702032943
9042,0.8954154860300507,0.48905646695945015,0.5193693978485107,0.9770666716832831,0.39735220311919117,0.06933786305224565,0.6148807750857829,0.43414630992843906,0.5430965495038944,0.7004478010964044
9043,0.038728417813747695,0.3967179652316749,0.8087467080502866,0.46751618645798776,0.03967666610222309,0.33726435402267696,0.9523108958700212,0.06770867545280401,0.615925288841214,0.10954710654289546
9051,0.27395827735679,0.7817132780496961,0.3427458336210445,0.7235788430321075,0.2608094348952842,0.17603818781100777,0.7133052562623016,0.306664614566061,0.2035230354400317,0.4935162736122666
9053,0.1824875706540089,0.40658670555288134,0.19562445077591162,0.3510574348640667,0.3731922625581512,0.3782032288850742,0.5454797260678611,0.3331473275266895,0.9944703852986047,0.7615935495965312
9071,0.48555025343310887,0.3473846797283512,0.4277199478692145,0.3091748179096183,0.9245167185777297,0.15012114262171083,0.8311375678127982,0.5588645189018268,0.3623574389345533,0.454295653863941
9533,0.716855362113246,0.21758394135485715,0.1658991114386551,0.33764007159008014,0.32428461012558274,0.8703104672299382,0.8617770520474894,0.704533376950407,0.7222013182256778,0.7783463734039789
