RGU Nodes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
21,0.7056498051910784,0.19071988027493447,0.35013682533223456,0.055802340052103605,0.03994086873366032,0.9441534684155017,0.11112819065545665,0.06408096800408436,0.9106925268314761,0.17319171531797584,0.32029375172555696,0.47238092614592475,0.7163980176011393,0.8931396882568304,0.777838869607926,0.09331264080950596,0.3797239510689059,0.3137361333427334,0.23385513290721516,0.8513505309754881,0.1835537180996133,0.34370028523477525,0.9321020143426045,0.24277223318675856,0.1983269751522747,0.3675945026049656,0.3251001989360597,0.9859936701785128,0.3443429463891228,0.2074147959225623,0.5194007424018524,0.6855085276203781,0.36543520822153797,0.06660508295935019,0.048507738087948504,0.0014005353358103045,0.9404750652272066,0.47727028791140513,0.19510515723608512,0.5004519739843551,0.43049728505292306,0.19692118664291425,0.20564822559837603,0.028371728411232144,0.011496666843256342,0.6841642136888667,0.3573692083860569,0.3553557428144105,0.23509319888459357,0.9158847171478002
22,0.2763266096602284,0.8352589359602728,0.4963924725075526,0.7266437822895567,0.6816474469411996,0.35258556919352335,0.22568305693235813,0.7118568612461418,0.35678805395139945,0.10875288951563133,0.6252659935558039,0.13986552953770237,0.3197502757730699,0.5664403335720677,0.31139601658450056,0.46973710913778655,0.19622007603016867,0.7853914041023051,0.8245168075881081,0.7225992023561845,0.3267918059080175,0.0990764846997636,0.9592256798857839,0.40275502189446777,0.4513772612557587,0.960844384950031,0.764658768743716,0.03480606805093123,0.652258884040544,0.7834789850553779,0.7529225596969622,0.2074943142673611,0.5450339104514988,0.12727660481587344,0.6163622189930216,0.0470414125079367,0.6589506184841417,0.39568295599267855,0.8211417977534982,0.2975697523000249,0.911176662795637,0.18400054819854517,0.9293648775588076,0.9181665744109325,0.44194338568348923,0.8007906708085015,0.24591672200277348,0.274900591387497,0.5778511599453875,0.8997620413405282
23,0.5437631333101987,0.668590781449427,0.6524255359338812,0.8938961581355,0.20157504248232871,0.058276348600954875,0.20817287029737985,0.6657627965915157,0.6012059788542051,0.7286279823423034,0.8942972931094586,0.030247230806184966,0.2663004440141393,0.028714494497904863,0.23546923398587372,0.45670465606268795,0.34177260053939995,0.2590481426209106,0.26438840393765994,0.6557227693522846,0.5462491204750446,0.8555269244336368,0.21703472655315825,0.09377234542574442,0.13971571371262648,0.014188360319685622,0.3318971241128309,0.2655676098299071,0.7468952125739299,0.8996923927268845,0.38296390311896567,0.3914942465788228,0.4999106006256502,0.18006598993079803,0.027132796664567693,0.8337120775633472,0.6713295978754603,0.6084034575231375,0.9439676979598145,0.3418966983761428,0.19334728639836307,0.539012002862117,0.7381841669698519,0.8807050784616619,0.14726442076174084,0.24053836761316405,0.774078512491735,0.8805885212661143,0.26094564195142833,0.24814955075256695
30,0.9273466750090215,0.10405769222554095,0.46150548174643946,0.3415536510983861,0.6140110786260566,0.3280719955168685,0.7079094194091246,0.15369380361090668,0.16120372075224154,0.7676243493127355,0.7822676164824058,0.09427057417078799,0.51977087745669,0.028637295456898637,0.5561990770334688,0.1898699576722258,0.540321928217248,0.694118044032522,0.7760627431542095,0.3089585082791111,0.08189543572256186,0.3131969702032943,0.15319594113833856,0.557708270308762,0.022825361500569463,0.5961070798286773,0.16619507110544107,0.07605875802425333,0.3824932560864128,0.7470185055238862,0.18166567624506302,0.7051570500798225,0.6610044862414135,0.3478059460432047,0.4730654314025081,0.10561940793137037,0.8399509388307762,0.7281088727166006,0.9408020965079048,0.8061965760316565,0.8380451150895213,0.4000925059273194,0.3019489880393781,0.5238185461382268,0.23575498401898476,0.012472643752225565,0.6713601204152276,0.24438255480222448,0.5188352551470152,0.31173936355957066
32,0.23833993987331192,0.8556242228569784,0.07147199297113782,0.8954154860300507,0.4521766647675599,0.48905646695945015,0.6941398726619051,0.5193693978485107,0.27558959537828676,0.9770666716832831,0.5912516867260192,0.39735220311919117,0.3225190027999333,0.06933786305224565,0.5718159939268551,0.6148807750857829,0.1593809859699007,0.43414630992843906,0.17956590481134116,0.5430965495038944,0.46568910553904663,0.7004478010964044,0.28947066942415334,0.39804432183542493,0.4681338869494708,0.14527692448514573,0.6866530071284942,0.5257877713174826,0.7585170971945429,0.8882755535432212,0.8283949970023629,0.23110201916606188,0.07427947714724692,0.46720584779307495,0.9062592204180119,0.5448602438445233,0.918303835980778,0.6580616419285567,0.4792873120444512,0.5660021527079202,0.9946843386734149,0.43169578567069633,0.8626184167640708,0.6859401200342895,0.6543142287883834,0.3394587857043313,0.2243887134102528,0.2198160968197126,0.030986335637381623,0.49447729995967227
34,0.9177870715620654,0.5066273690410058,0.6846161229233384,0.038728417813747695,0.15253909027711576,0.3967179652316749,0.20393264867692562,0.8087467080502866,0.4442697551635282,0.46751618645798776,0.33029295597101416,0.03967666610222309,0.405577590467569,0.33726435402267696,0.7793426623708569,0.9523108958700212,0.5248671203646974,0.06770867545280401,0.001339871065812348,0.615925288841214,0.9546169233391729,0.10954710654289546,0.5612112402612539,0.8669876170171478,0.5910792332387962,0.9539005928796933,0.40384293246959624,0.9419725095905338,0.79146122845664,0.761817598691673,0.5965053812164073,0.9684322138470944,0.11091862879395076,0.8258142679569949,0.45601641552416683,0.8374348835826196,0.1896807765763815,0.37449483745624,0.4261990514343157,0.2246823151758458,0.7225395318093966,0.2931067385133651,0.15023266356896936,0.17138260336788846,0.15786988412082337,0.30560304579239084,0.9859347208099204,0.6458808679198188,0.5459906139801389,0.8235629717144406
35,0.3617566701766106,0.8056505355217578,0.40874876611309574,0.27395827735679,0.8527832335790639,0.7817132780496961,0.8039226057696385,0.3427458336210445,0.030877370088075562,0.7235788430321075,0.6433861544981395,0.2608094348952842,0.9257478317864313,0.17603818781100777,0.8411452155150337,0.7133052562623016,0.21059419630679088,0.306664614566061,0.1989152073874837,0.2035230354400317,0.3731255530139609,0.4935162736122666,0.30276937195601183,0.6003563955717625,0.8656332470366498,0.8872794867860506,0.19683372270752342,0.49939131277952886,0.38993667061801074,0.9577652858157563,0.9834846565481536,0.9120054891761544,0.8828916170387293,0.3926195143521626,0.5402693410894887,0.6311717370693674,0.5829658735505847,0.4748078180618409,0.239653480400009,0.270276995664543,0.3171909654998817,0.8497616090995592,0.48944810428507346,0.6841994319758592,0.4327960869966744,0.6819715392100223,0.04973486195577659,0.2047036626627129,0.5786768568104128,0.46521429854365437
37,0.15769735876268698,0.904319042238487,0.93975005184845,0.1824875706540089,0.32372134781201367,0.40658670555288134,0.4183376878588475,0.19562445077591162,0.12580638208007056,0.3510574348640667,0.3435453723639129,0.3731922625581512,0.717507658454447,0.3782032288850742,0.2583581923293262,0.5454797260678611,0.8003962117272431,0.3331473275266895,0.9208564207195359,0.9944703852986047,0.7253073058467187,0.7615935495965312,0.5151721580180323,0.7474212458051891,0.6363852638995597,0.12250797755453102,0.05164934370063101,0.8804125269590249,0.3900302050247537,0.5967087238290639,0.4948385643709602,0.4674782153675606,0.045674356183249776,0.860540833237676,0.2582002925260557,0.6518404670145959,0.9409385969045603,0.321240462531854,0.8386576399210419,0.12039880983364015,0.4304495780050306,0.3342444825470904,0.7219981293267367,0.28110544359071177,0.7397357146491246,0.3247770561917994,0.5224059949747647,0.7514777586017586,0.9742320884721607,0.6303896571256599
38,0.4614713953853654,0.12487110436719806,0.8830657875163296,0.48555025343310887,0.5861401960118398,0.3473846797283512,0.6556173398784358,0.4277199478692145,0.42010330991434996,0.3091748179096183,0.0868606919078091,0.9245167185777297,0.16066770510446016,0.15012114262171083,0.5620073109461566,0.8311375678127982,0.7753904468255607,0.5588645189018268,0.8193892383857309,0.3623574389345533,0.4901140209613696,0.454295653863941,0.4007045959252571,0.07993731544907168,0.500793235808615,0.7279168819936274,0.2565409279731645,0.6109262806939193,0.26564164714555416,0.6415445279768857,0.3275481866437545,0.3579702197791793,0.003772228833708091,0.3116663894924149,0.022929349478087557,0.25880919468744623,0.1362901107908271,0.24317385508886102,0.7092167930131436,0.20851754558857416,0.37292359590054835,0.48968444237326625,0.728999941044339,0.044756028630388855,0.25482520148853904,0.49383939949166744,0.0922368315721146,0.3433470569289617,0.056727563986481266,0.5372956064664667
40,0.10908613311396309,0.7752138230555642,0.3408537827556788,0.716855362113246,0.7589623935774297,0.21758394135485715,0.7142608492641497,0.1658991114386551,0.2541759364592071,0.33764007159008014,0.9969933542206968,0.32428461012558274,0.9487202246077211,0.8703104672299382,0.8475443581377311,0.8617770520474894,0.5968110283423254,0.704533376950407,0.3326756345992492,0.7222013182256778,0.04612880064165348,0.7783463734039789,0.6193945002420457,0.6774669468110573,0.2791328809985568,0.2527938602863017,0.9837407221421659,0.9829129459907031,0.1266213221593141,0.5723602900910173,0.5234134071751082,0.6840243077314024,0.02809926632190063,0.054552636793082865,0.593013615405581,0.7590461020133284,0.07000192975793806,0.28642797510880014,0.6031585405044837,0.2839598990098158,0.7330132831655529,0.7731633703664996,0.7654968864864955,0.1249200141945519,0.2862741518420918,0.9444734480373405,0.09840430840896408,0.24940211999667516,0.7676033241423884,0.691198854188582
44,0.8912142035305097,0.021717291664190452,0.5903679448551574,0.23221363653160987,0.23463364106931928,0.5259667909001374,0.643473399121152,0.41153619881169357,0.5792050123465861,0.07326547554360496,0.02961422805259617,0.11596638244374513,0.4873802937306356,0.517689024435274,0.3412247503698841,0.057149395945670256,0.3944989482965935,0.06698116747921345,0.33029792665333935,0.6902426235159701,0.6918829511002059,0.017749979416078587,0.48317435802867514,0.5136193434240994,0.1036509550503133,0.9053306054695971,0.8504452366391151,0.8578706817915467,0.9867196104773596,0.7897653091694923,0.4913236515499376,0.09441063573351993,0.5639927732090987,0.15947695554167174,0.8431514782516003,0.9659937165908846,0.4870174108538823,0.794306960235869,0.7190306692732664,0.01962432159359817,0.904807620462669,0.3425805178331458,0.4352374287635957,0.7410047319777089,0.42755564512161726,0.6000779203005874,0.8681086315029514,0.3259285544896703,0.7164860700256473,0.4653219422031609
45,0.8786728015934059,0.30402063857836503,0.004056767400089534,0.9132196433868686,0.6755328375999571,0.8537829000055511,0.548368279586536,0.8776164969216487,0.19078429098544458,0.34753594148688793,0.2121157120752094,0.13248822654380454,0.6479448894833886,0.9868731835179771,0.28249330149036345,0.13993516932145078,0.5115578164049345,0.43655109146083093,0.6014488375591763,0.9208786738155621,0.7965665084881411,0.2864941968870023,0.6372266696846473,0.7280170590096594,0.7389469885035446,0.9525085696955474,0.24463359572037402,0.3422632235335731,0.7743783756980759,0.6206219242447784,0.1980827768557304,0.5315469640642994,0.4969827445136963,0.7738400239340497,0.060323094331627414,0.6129187658288945,0.9782964871061149,0.8185610572760106,0.22542483867997243,0.7677669089781332,0.49387533342357015,0.6224283970368745,0.019315073590769893,0.6009851859144578,0.38043606107581673,0.21042855509069158,0.4397466900768485,0.3837249955877956,0.9431366963227094,0.6580127949192054
47,0.9371069192122181,0.5161488397856568,0.6200954095838521,0.400375096073877,0.16843807014669376,0.012861174810866127,0.28795140250083384,0.7718519303781817,0.03350782590983836,0.49679605375203606,0.9864326330152413,0.030622799624009267,0.10553929302206766,0.7142687675432801,0.11244667100221306,0.08372531220908219,0.38377370330762406,0.5461878570621534,0.16361789154698392,0.7126008272541143,0.1109913801509047,0.3429289458410666,0.4090308165124653,0.4781188689427456,0.08797485307124353,0.09130974635053235,0.9325692623731036,0.04655568644170549,0.48253222168901766,0.26822953591185617,0.9518632911485274,0.36649916088654955,0.9475787419447389,0.902307634504204,0.007763301995663552,0.24874374528552,0.8428928024558712,0.8285969155712063,0.18492506708198841,0.5282122159820609,0.6784910530106211,0.28703036878080357,0.33942426850669916,0.030111835005429133,0.49965039239925135,0.11459537330639546,0.11012751055800374,0.5352000545459211,0.3676280689308532,0.8361993654439391
48,0.39667224306577475,0.10179991040172265,0.7451632582892501,0.15021122525854713,0.06524711562741492,0.9236276254997712,0.14212184261375616,0.014756264604072866,0.2654060601932138,0.24619358751359166,0.7219390321627891,0.26548418481994507,0.8410115269674301,0.8949020186480379,0.5245505885486902,0.2640486179845606,0.5042157783747527,0.659615081603995,0.3901611609618114,0.5669981444687036,0.6869887884791199,0.4868326833583769,0.7334120013310076,0.1425517362562717,0.16498795929841525,0.4865949359553311,0.18763028173884622,0.2592736051553731,0.48626614007957814,0.4751581281770323,0.0338085296019196,0.4358462762050137,0.7873246990417527,0.39502383324331114,0.4980023999204266,0.405145300928491,0.328767935274623,0.15545411255788877,0.5895747510763892,0.4287545200131061,0.7694529292664454,0.6761717472492763,0.29844294815180317,0.29256669738803787,0.44048830927508287,0.36592991256699603,0.6418076983487266,0.021823209390440357,0.7902232269062797,0.4733283270433095
51,0.6684571256295004,0.5082124716220263,0.14761408207706295,0.10843037483243634,0.0076734569176578615,0.6935918293007765,0.969024463132549,0.33778374889261475,0.896406042774002,0.671754504968022,0.8261146003428683,0.08613995330471835,0.5455841521542367,0.31642991793456143,0.3436791672209537,0.9982816412388675,0.582961319957952,0.743492875723448,0.6574414236596902,0.8364478685790062,0.317715015546865,0.7250846581197419,0.27944591446298184,0.9144527511214711,0.8256941547701327,0.29040104797947597,0.8995694090270916,0.38542104513825903,0.8568069066204026,0.5910596612959106,0.2348479862502394,0.48195091478024854,0.7506021723584542,0.3329404979737377,0.3619574243829172,0.32364602564797695,0.29360403646236755,0.6143200495826343,0.5619206389712937,0.5973641248138472,0.8453419229376942,0.7247459812965651,0.7739846092972489,0.2775820460374647,0.43838083071495015,0.48791774239989627,0.3671105607667666,0.7203961440533814,0.03322527499317052,0.5407713925914714
52,0.3264066259562747,0.681489425698126,0.6960836517319479,0.28828637967460446,0.8220249845913568,0.09178424774161287,0.16452083859927025,0.6510113193499216,0.957957213357752,0.8824939881604029,0.7963120670037772,0.6692021591489536,0.7877241189956371,0.0215519534151003,0.9305469075312299,0.666592841013706,0.8776130840200208,0.3018856757983267,0.532915086190177,0.1077460334175514,0.7467741444229667,0.7939739387642059,0.683315913210838,0.28192162002219034,0.6600164654715931,0.8382439038364954,0.4888762191568269,0.4368717725423018,0.6955385140167134,0.8023225013388218,0.558537126378815,0.31655598831387555,0.9303875843378897,0.7285549303491433,0.011190615853522656,0.40558745517015204,0.6069056033574579,0.1142859504787812,0.7223250835272104,0.8213045540476703,0.6529908631241853,0.06462141222469542,0.7021194893475488,0.5543300226221758,0.6234581403946264,0.8850920986792465,0.9182742894108978,0.3179701223734207,0.13983417034388068,0.9922287422725591
55,0.14162540195357598,0.42049291994261595,0.8769159685829899,0.32648391726834847,0.35923471378035743,0.4419502289675852,0.6978710370373478,0.3449593971135848,0.9776504667080784,0.822451325635166,0.9801703218631451,0.010106233537709342,0.519621467419592,0.5745150731142082,0.9811097529731553,0.17768983468156607,0.9623963592421421,0.5045141086615904,0.8353160242102717,0.15014106518060555,0.3277087497444039,0.7809619592437913,0.5740086811387595,0.9968778491089441,0.17062281284302272,0.988354416014666,0.5702511302678906,0.4560788903393921,0.0851366319010145,0.2802913565761873,0.40196621933689236,0.24847379184323803,0.9547401816326443,0.8297582602146302,0.8196443746757622,0.702313962856673,0.12195629728410773,0.07869934886133834,0.011384589137207746,0.09949519072648338,0.55766993762312,0.49925098982285154,0.08454270563584299,0.026895534334349658,0.4292226836055809,0.6635251538867377,0.1903914008673625,0.5845165066291245,0.429738261986813,0.9307536390136537
57,0.825410457645234,0.5037832230430193,0.7311148389448731,0.2544884157190228,0.8077896194682597,0.6356448198058429,0.4042628135839026,0.06716671659466567,0.7375255796402461,0.09092259389296464,0.42296727425972624,0.12969681285369117,0.24077898935156916,0.9074693044662908,0.829393691031,0.8263501694976363,0.578513032168747,0.15690260176445658,0.06425008701066581,0.6931057152468781,0.22101147934157284,0.8538073124765581,0.3771378729754433,0.2891355177278001,0.6530996599651536,0.7777925010780006,0.5678228928970589,0.045413513437383535,0.9870217550159838,0.05794951138615756,0.4818090619252172,0.26927844795935263,0.4909325960658212,0.5418284109798777,0.5039280897408474,0.6452821153745286,0.4470768937441534,0.3523244000309014,0.5264664329325348,0.0643341923648112,0.8547405060559076,0.3293094207417573,0.9436561372882181,0.8174406871257803,0.04512357470973771,0.22157663227948654,0.3387472970037637,0.5971716383922362,0.7460517242248103,0.25059705240498475
60,0.8678166554199527,0.2563711665356754,0.9042229997002983,0.28918969588591026,0.4721433098097544,0.7335356272787695,0.8727998626585536,0.14464395005383512,0.4228604258742069,0.05587130164458154,0.03692507704211956,0.39120729311518176,0.10506000127861825,0.06814053488339111,0.8210628539705523,0.05585591219769093,0.3088563261030087,0.8794714285767035,0.0007727689498993051,0.5827134731423406,0.40237100833064987,0.14934400840216266,0.5770954590281909,0.055623163539839315,0.26454143382546347,0.5482694724446215,0.28182132720503783,0.7098228902941144,0.9315545197380478,0.7346721601622569,0.3762876988110705,0.20181416758730164,0.23825524611110582,0.9318879821764797,0.872220933451153,0.3838371259457597,0.11283852646447101,0.7109314664293104,0.3907573480340528,0.36963627614651495,0.051961492034887424,0.6076628929087448,0.6002137927839946,0.052239854893404214,0.18185145901241384,0.3592645455579071,0.4019114042182772,0.03660437824753282,0.6099401890140351,0.12590932133286337
64,0.30563010641015576,0.8449873087371701,0.3312769841391472,0.6821306603095594,0.5547655387010428,0.7348440541596752,0.8855693655356464,0.8532543218452439,0.7269189166077112,0.06656914011774395,0.39637823619754253,0.5277792399122326,0.9282484019882439,0.48987237973461395,0.854959618484263,0.33229416674111545,0.8422483073134714,0.6129791265707885,0.6998405001893531,0.767434534527483,0.2656375654096451,0.6042502070464284,0.1405824978249226,0.1529789449809813,0.41575351635837665,0.802960917211799,0.5299079646515734,0.1782909850534513,0.0656998624056685,0.31624787610966854,0.33529083806308435,0.4902407414566995,0.09436764947589205,0.7458659984563162,0.5491294319690982,0.955473795416308,0.438339672344369,0.219187428469784,0.9323920418086805,0.5801092521899921,0.2907930330960521,0.12399598138038392,0.8796612529350883,0.8897397415511966,0.2258793640571235,0.14723568377330587,0.9793058805361864,0.020877155479068654,0.771296578218528,0.5085102674436213
